gene ID	GeneName	HC1.coch	HC2.vest	Non.HC1.coch	Non.HC2.vest
ENSG00000267120	AD000671.6	30.0	16.0	34.0	37.0
ENSG00000197380	DACT3	7.0	8.0	37.0	35.0
ENSG00000106605	BLVRA	9.0	10.0	31.0	38.0
ENSG00000105771	SMG9	19.0	3.0	15.0	38.0
ENSG00000196562	SULF2	38.0	17.0	21.0	31.0
ENSG00000204385	SLC44A4	2.0	0.0	38.0	14.0
ENSG00000109805	NCAPG	9.0	14.0	12.0	38.0
ENSG00000101210	EEF1A2	2.0	38.0	1.0	0.0
ENSG00000156521	TYSND1	12.0	9.0	38.0	36.0
ENSG00000127540	UQCR11	10.0	24.0	15.0	38.0
ENSG00000004059	ARF5	38.0	18.0	31.0	23.0
ENSG00000082515	MRPL22	9.0	38.0	17.0	24.0
ENSG00000256514	AP003419.11	6.0	0.0	18.0	38.0
ENSG00000169718	DUS1L	20.0	36.0	20.0	38.0
ENSG00000141570	CBX8	6.0	0.0	38.0	20.0
ENSG00000121454	LHX4	38.0	31.0	0.0	2.0
ENSG00000148356	LRSAM1	14.0	8.0	21.0	38.0
ENSG00000197114	ZGPAT	34.0	28.0	24.0	38.0
ENSG00000143575	HAX1	1.0	13.0	24.0	38.0
ENSG00000170786	SDR16C5	0.0	0.0	38.0	12.0
ENSG00000157911	PEX10	12.0	1.0	21.0	38.0
ENSG00000155275	TRMT44	15.0	38.0	28.0	27.0
ENSG00000179299	NSUN7	4.0	5.0	38.0	7.0
ENSG00000109158	GABRA4	0.0	38.0	4.0	3.0
ENSG00000111271	ACAD10	3.0	7.0	6.0	38.0
ENSG00000106305	AIMP2	15.0	15.0	17.0	38.0
ENSG00000122035	RASL11A	0.0	6.0	9.0	38.0
ENSG00000122585	NPY	15.0	1.0	20.0	38.0
ENSG00000121316	PLBD1	5.0	0.0	8.0	38.0
ENSG00000137502	RAB30	5.0	26.0	38.0	16.0
ENSG00000000005	TNMD	1.0	0.0	38.0	0.0
ENSG00000268089	GABRQ	2.0	0.0	38.0	0.0
ENSG00000103187	COTL1	0.0	2.0	11.0	38.0
ENSG00000138617	PARP16	38.0	11.0	24.0	30.0
ENSG00000157510	AFAP1L1	6.0	3.0	38.0	30.0
ENSG00000135632	SMYD5	15.0	17.0	1.0	38.0
ENSG00000104953	TLE6	0.0	0.0	2.0	38.0
ENSG00000126562	WNK4	7.0	0.0	24.0	38.0
ENSG00000115255	REEP6	38.0	7.0	8.0	25.0
ENSG00000164542	KIAA0895	25.0	38.0	26.0	14.0
ENSG00000125850	OVOL2	5.0	0.0	38.0	28.0
ENSG00000173890	GPR160	7.0	7.0	34.0	38.0
ENSG00000130706	ADRM1	25.0	38.0	23.0	38.0
ENSG00000136457	CHAD	0.0	3.0	3.0	38.0
ENSG00000155287	SLC25A28	10.0	12.0	3.0	38.0
ENSG00000123297	TSFM	38.0	16.0	31.0	20.0
ENSG00000171806	METTL18	38.0	12.0	34.0	7.0
ENSG00000000460	C1orf112	38.0	5.0	17.0	27.0
ENSG00000137880	GCHFR	1.0	0.0	4.0	38.0
ENSG00000146360	GPR6	38.0	0.0	1.0	0.0
ENSG00000177551	NHLH2	0.0	38.0	0.0	0.0
ENSG00000186907	RTN4RL2	38.0	17.0	1.0	0.0
ENSG00000101126	ADNP	38.0	3.0	11.0	5.0
ENSG00000124575	HIST1H1D	3.0	22.0	26.0	38.0
ENSG00000135643	KCNMB4	19.0	21.0	38.0	17.0
ENSG00000177432	NAP1L5	24.0	35.0	6.0	38.0
ENSG00000165424	ZCCHC24	2.0	0.0	5.0	38.0
ENSG00000206140	TMEM191C	30.0	38.0	7.0	9.0
ENSG00000163291	PAQR3	23.0	16.0	30.0	38.0
ENSG00000198223	CSF2RA	11.0	19.0	20.0	38.0
ENSG00000198113	TOR4A	0.0	0.0	28.0	38.0
ENSG00000137404	NRM	1.0	3.0	14.0	38.0
ENSG00000171435	KSR2	38.0	23.0	2.0	28.0
ENSG00000186017	ZNF566	16.0	1.0	19.0	38.0
ENSG00000252906	SCARNA3	12.0	38.0	31.0	6.0
ENSG00000132514	CLEC10A	26.0	7.0	39.0	0.0
ENSG00000258472	RP11-192H23.4	5.0	5.0	9.0	39.0
ENSG00000277196	ENSG00000277196	5.0	1.0	5.0	39.0
ENSG00000128185	DGCR6L	22.0	7.0	13.0	39.0
ENSG00000174951	FUT1	31.0	39.0	5.0	12.0
ENSG00000154143	PANX3	1.0	0.0	25.0	39.0
ENSG00000114956	DGUOK	15.0	12.0	6.0	39.0
ENSG00000007520	TSR3	22.0	39.0	8.0	31.0
ENSG00000182481	KPNA2	39.0	29.0	17.0	20.0
ENSG00000177542	SLC25A22	23.0	2.0	13.0	39.0
ENSG00000113456	RAD1	39.0	11.0	23.0	28.0
ENSG00000100211	CBY1	24.0	18.0	22.0	39.0
ENSG00000100206	DMC1	18.0	35.0	39.0	13.0
ENSG00000188677	PARVB	35.0	39.0	18.0	20.0
ENSG00000099957	P2RX6	39.0	38.0	13.0	26.0
ENSG00000086504	MRPL28	29.0	11.0	12.0	39.0
ENSG00000138050	THUMPD2	34.0	39.0	24.0	13.0
ENSG00000141668	CBLN2	0.0	39.0	1.0	32.0
ENSG00000214063	TSPAN4	9.0	0.0	9.0	39.0
ENSG00000175084	DES	2.0	39.0	0.0	1.0
ENSG00000054277	OPN3	23.0	9.0	39.0	10.0
ENSG00000081721	DUSP12	32.0	9.0	39.0	27.0
ENSG00000169554	ZEB2	0.0	15.0	20.0	39.0
ENSG00000169692	AGPAT2	22.0	0.0	34.0	39.0
ENSG00000132855	ANGPTL3	34.0	15.0	39.0	9.0
ENSG00000243710	CFAP57	34.0	39.0	2.0	9.0
ENSG00000160049	DFFA	39.0	14.0	29.0	20.0
ENSG00000169435	RASSF6	24.0	0.0	39.0	17.0
ENSG00000184445	KNTC1	3.0	8.0	14.0	39.0
ENSG00000139428	MMAB	29.0	14.0	28.0	39.0
ENSG00000069493	CLEC2D	4.0	10.0	5.0	39.0
ENSG00000069431	ABCC9	15.0	39.0	6.0	5.0
ENSG00000172771	EFCAB12	23.0	39.0	5.0	22.0
ENSG00000147432	CHRNB3	39.0	3.0	1.0	0.0
ENSG00000103066	PLA2G15	5.0	7.0	20.0	39.0
ENSG00000124574	ABCC10	39.0	30.0	15.0	38.0
ENSG00000114529	C3orf52	39.0	37.0	6.0	0.0
ENSG00000013573	DDX11	25.0	39.0	33.0	22.0
ENSG00000183665	TRMT12	22.0	13.0	39.0	33.0
ENSG00000214102	WEE2	39.0	21.0	4.0	1.0
ENSG00000204257	HLA-DMA	7.0	3.0	39.0	28.0
ENSG00000161681	SHANK1	29.0	5.0	24.0	39.0
ENSG00000255330	SOGA3	31.0	39.0	2.0	0.0
ENSG00000150627	WDR17	24.0	39.0	21.0	11.0
ENSG00000111701	APOBEC1	0.0	0.0	6.0	39.0
ENSG00000143194	MAEL	39.0	15.0	2.0	2.0
ENSG00000123570	RAB9B	36.0	39.0	22.0	36.0
ENSG00000167685	ZNF444	8.0	15.0	26.0	39.0
ENSG00000141873	SLC39A3	23.0	12.0	11.0	39.0
ENSG00000184465	WDR27	37.0	39.0	2.0	5.0
ENSG00000264668	ZFP41	34.0	30.0	35.0	39.0
ENSG00000163840	DTX3L	5.0	9.0	21.0	39.0
ENSG00000156414	TDRD9	39.0	0.0	0.0	1.0
ENSG00000165060	FXN	8.0	8.0	30.0	39.0
ENSG00000048471	SNX29	33.0	39.0	11.0	17.0
ENSG00000197483	ZNF628	10.0	6.0	6.0	39.0
ENSG00000125975	C20orf173	39.0	11.0	25.0	4.0
ENSG00000277972	CISD3	16.0	14.0	11.0	39.0
ENSG00000285762	ENSG00000285762	9.0	10.0	12.0	40.0
ENSG00000160867	FGFR4	5.0	5.0	13.0	40.0
ENSG00000255072	PIGY	6.0	14.0	40.0	22.0
ENSG00000244486	SCARF2	0.0	0.0	2.0	40.0
ENSG00000007384	RHBDF1	6.0	9.0	4.0	40.0
ENSG00000143793	C1orf35	20.0	4.0	20.0	40.0
ENSG00000178999	AURKB	1.0	0.0	12.0	40.0
ENSG00000100612	DHRS7	15.0	5.0	17.0	40.0
ENSG00000169087	HSPBAP1	22.0	40.0	18.0	9.0
ENSG00000154642	C21orf91	12.0	14.0	40.0	29.0
ENSG00000164626	KCNK5	3.0	0.0	40.0	15.0
ENSG00000127564	PKMYT1	0.0	0.0	1.0	40.0
ENSG00000179603	GRM8	0.0	4.0	0.0	40.0
ENSG00000110025	SNX15	40.0	18.0	37.0	17.0
ENSG00000085276	MECOM	16.0	2.0	40.0	11.0
ENSG00000168765	GSTM4	6.0	5.0	7.0	40.0
ENSG00000102030	NAA10	40.0	22.0	11.0	39.0
ENSG00000151615	POU4F2	40.0	33.0	0.0	0.0
ENSG00000173409	ARV1	40.0	30.0	30.0	23.0
ENSG00000172995	ARPP21	3.0	3.0	40.0	7.0
ENSG00000127920	GNG11	8.0	2.0	40.0	29.0
ENSG00000138867	GUCD1	29.0	6.0	35.0	40.0
ENSG00000172031	EPHX4	33.0	16.0	40.0	32.0
ENSG00000172478	C2orf54	1.0	0.0	5.0	40.0
ENSG00000115363	EVA1A	40.0	5.0	12.0	26.0
ENSG00000178795	GDPD4	40.0	29.0	1.0	0.0
ENSG00000122547	EEPD1	3.0	8.0	40.0	20.0
ENSG00000105929	ATP6V0A4	40.0	16.0	3.0	2.0
ENSG00000196581	AJAP1	1.0	9.0	1.0	40.0
ENSG00000184956	MUC6	40.0	21.0	20.0	17.0
ENSG00000186047	DLEU7	0.0	9.0	40.0	2.0
ENSG00000103546	SLC6A2	2.0	0.0	40.0	4.0
ENSG00000168884	TNIP2	16.0	15.0	11.0	40.0
ENSG00000162782	TDRD5	40.0	23.0	5.0	0.0
ENSG00000171954	CYP4F22	40.0	21.0	1.0	1.0
ENSG00000233757	AC092835.2	5.0	13.0	15.0	40.0
ENSG00000203797	DDO	7.0	40.0	17.0	24.0
ENSG00000152969	JAKMIP1	40.0	6.0	0.0	0.0
ENSG00000135625	EGR4	40.0	6.0	8.0	9.0
ENSG00000285839	ENSG00000285839	40.0	28.0	36.0	26.0
ENSG00000183908	LRRC55	0.0	0.0	0.0	40.0
ENSG00000278249	SCARNA2	24.0	8.0	29.0	40.0
ENSG00000185838	GNB1L	9.0	4.0	10.0	41.0
ENSG00000129990	SYT5	2.0	3.0	27.0	41.0
ENSG00000106089	STX1A	41.0	11.0	8.0	8.0
ENSG00000130299	GTPBP3	39.0	37.0	41.0	20.0
ENSG00000025770	NCAPH2	19.0	6.0	8.0	41.0
ENSG00000174428	GTF2IRD2B	25.0	12.0	8.0	41.0
ENSG00000008118	CAMK1G	9.0	11.0	36.0	41.0
ENSG00000185811	IKZF1	41.0	31.0	10.0	13.0
ENSG00000125454	SLC25A19	41.0	25.0	26.0	31.0
ENSG00000100324	TAB1	10.0	0.0	8.0	41.0
ENSG00000168096	ANKS3	41.0	38.0	11.0	33.0
ENSG00000149131	SERPING1	1.0	0.0	41.0	30.0
ENSG00000176049	JAKMIP2	4.0	22.0	41.0	15.0
ENSG00000141639	MAPK4	31.0	30.0	29.0	41.0
ENSG00000110011	DNAJC4	1.0	0.0	2.0	41.0
ENSG00000188191	PRKAR1B	7.0	11.0	32.0	41.0
ENSG00000160345	C9orf116	27.0	41.0	0.0	4.0
ENSG00000175264	CHST1	41.0	5.0	15.0	6.0
ENSG00000125630	POLR1B	23.0	12.0	41.0	24.0
ENSG00000111728	ST8SIA1	2.0	41.0	23.0	30.0
ENSG00000103876	FAH	2.0	10.0	4.0	41.0
ENSG00000140876	NUDT7	22.0	12.0	31.0	41.0
ENSG00000010282	HHATL	0.0	7.0	0.0	41.0
ENSG00000103160	HSDL1	41.0	27.0	21.0	39.0
ENSG00000196981	WDR5B	25.0	41.0	8.0	11.0
ENSG00000204010	IFIT1B	13.0	25.0	41.0	19.0
ENSG00000077463	SIRT6	29.0	21.0	16.0	41.0
ENSG00000118407	FILIP1	34.0	26.0	22.0	41.0
ENSG00000105289	TJP3	22.0	10.0	13.0	41.0
ENSG00000060971	ACAA1	15.0	4.0	41.0	31.0
ENSG00000124659	TBCC	41.0	33.0	11.0	19.0
ENSG00000188223	AC002398.9	6.0	21.0	3.0	41.0
ENSG00000182154	MRPL41	17.0	32.0	41.0	34.0
ENSG00000099849	RASSF7	12.0	11.0	20.0	41.0
ENSG00000164535	DAGLB	22.0	13.0	41.0	28.0
ENSG00000248487	ABHD14A	29.0	19.0	28.0	41.0
ENSG00000183060	LYSMD4	41.0	12.0	25.0	16.0
ENSG00000142252	GEMIN7	18.0	5.0	11.0	41.0
ENSG00000187773	FAM69C	6.0	10.0	41.0	31.0
ENSG00000166394	CYB5R2	27.0	41.0	7.0	5.0
ENSG00000178187	ZNF454	1.0	5.0	41.0	20.0
ENSG00000169783	LINGO1	41.0	9.0	6.0	9.0
ENSG00000152464	RPP38	41.0	25.0	17.0	20.0
ENSG00000171587	DSCAM	31.0	41.0	1.0	3.0
ENSG00000204060	FOXO6	2.0	4.0	1.0	41.0
ENSG00000174004	NRROS	11.0	41.0	4.0	26.0
ENSG00000186326	RGS9BP	41.0	12.0	17.0	6.0
ENSG00000156427	FGF18	4.0	0.0	24.0	41.0
ENSG00000115252	PDE1A	2.0	41.0	6.0	8.0
ENSG00000171703	TCEA2	6.0	0.0	41.0	38.0
ENSG00000205702	CYP2D7	0.0	0.0	22.0	41.0
ENSG00000081052	COL4A4	15.0	13.0	19.0	41.0
ENSG00000143416	SELENBP1	0.0	4.0	21.0	41.0
ENSG00000152689	RASGRP3	13.0	4.0	41.0	41.0
ENSG00000134283	PPHLN1	24.0	17.0	22.0	41.0
ENSG00000212395	SNORA67	41.0	31.0	14.0	26.0
ENSG00000149582	TMEM25	33.0	1.0	42.0	26.0
ENSG00000136271	DDX56	18.0	31.0	17.0	42.0
ENSG00000077942	FBLN1	0.0	0.0	9.0	42.0
ENSG00000117399	CDC20	0.0	0.0	0.0	42.0
ENSG00000204390	HSPA1L	17.0	0.0	42.0	3.0
ENSG00000042753	AP2S1	2.0	9.0	20.0	42.0
ENSG00000188338	SLC38A3	0.0	0.0	6.0	42.0
ENSG00000006744	ELAC2	26.0	42.0	10.0	41.0
ENSG00000108813	DLX4	0.0	1.0	0.0	42.0
ENSG00000067191	CACNB1	6.0	7.0	21.0	42.0
ENSG00000137364	TPMT	15.0	28.0	37.0	42.0
ENSG00000184220	CMSS1	34.0	20.0	29.0	42.0
ENSG00000162062	C16orf59	29.0	18.0	31.0	42.0
ENSG00000163686	ABHD6	14.0	12.0	15.0	42.0
ENSG00000100034	PPM1F	22.0	11.0	36.0	42.0
ENSG00000158552	ZFAND2B	24.0	35.0	1.0	42.0
ENSG00000163516	ANKZF1	27.0	26.0	42.0	38.0
ENSG00000159884	CCDC107	34.0	29.0	22.0	42.0
ENSG00000157870	FAM213B	28.0	3.0	25.0	42.0
ENSG00000140600	SH3GL3	6.0	42.0	11.0	10.0
ENSG00000105552	BCAT2	25.0	7.0	1.0	42.0
ENSG00000168748	CA7	4.0	42.0	1.0	0.0
ENSG00000066136	NFYC	29.0	12.0	32.0	42.0
ENSG00000158270	COLEC12	0.0	0.0	8.0	42.0
ENSG00000086967	MYBPC2	3.0	5.0	1.0	42.0
ENSG00000172315	TP53RK	30.0	20.0	42.0	17.0
ENSG00000185559	DLK1	0.0	0.0	0.0	42.0
ENSG00000186166	CCDC84	16.0	10.0	8.0	42.0
ENSG00000179715	PCED1B	3.0	9.0	42.0	23.0
ENSG00000204071	TCEAL6	4.0	16.0	21.0	42.0
ENSG00000139780	METTL21C	42.0	19.0	12.0	13.0
ENSG00000188763	FZD9	42.0	15.0	23.0	13.0
ENSG00000124104	SNX21	15.0	10.0	28.0	42.0
ENSG00000181634	TNFSF15	0.0	0.0	4.0	42.0
ENSG00000182621	PLCB1	31.0	30.0	13.0	42.0
ENSG00000147041	SYTL5	11.0	3.0	42.0	12.0
ENSG00000123143	PKN1	33.0	39.0	41.0	42.0
ENSG00000162591	MEGF6	10.0	4.0	42.0	27.0
ENSG00000139880	CDH24	21.0	3.0	33.0	42.0
ENSG00000153406	NMRAL1	12.0	11.0	18.0	42.0
ENSG00000124299	PEPD	18.0	12.0	29.0	42.0
ENSG00000119938	PPP1R3C	42.0	20.0	9.0	15.0
ENSG00000169955	ZNF747	42.0	25.0	26.0	34.0
ENSG00000241343	RPL36A	34.0	29.0	42.0	28.0
ENSG00000115474	KCNJ13	42.0	3.0	6.0	4.0
ENSG00000187479	C11orf96	8.0	7.0	42.0	2.0
ENSG00000106009	BRAT1	39.0	13.0	43.0	29.0
ENSG00000088320	REM1	43.0	0.0	1.0	0.0
ENSG00000163870	TPRA1	15.0	11.0	24.0	43.0
ENSG00000107954	NEURL1	43.0	21.0	13.0	15.0
ENSG00000111704	NANOG	43.0	28.0	9.0	21.0
ENSG00000161921	CXCL16	6.0	1.0	20.0	43.0
ENSG00000131470	PSMC3IP	30.0	43.0	12.0	16.0
ENSG00000043143	JADE2	6.0	6.0	34.0	43.0
ENSG00000062582	MRPS24	19.0	24.0	24.0	43.0
ENSG00000125458	NT5C	43.0	29.0	24.0	39.0
ENSG00000089723	OTUB2	30.0	37.0	28.0	43.0
ENSG00000145708	CRHBP	1.0	0.0	43.0	22.0
ENSG00000165566	AMER2	1.0	7.0	39.0	43.0
ENSG00000227057	WDR46	29.0	5.0	18.0	43.0
ENSG00000116132	PRRX1	0.0	7.0	0.0	43.0
ENSG00000126091	ST3GAL3	12.0	9.0	29.0	43.0
ENSG00000196517	SLC6A9	19.0	1.0	43.0	37.0
ENSG00000106635	BCL7B	28.0	24.0	30.0	43.0
ENSG00000169499	PLEKHA2	0.0	0.0	3.0	43.0
ENSG00000102967	DHODH	43.0	21.0	27.0	9.0
ENSG00000172273	HINFP	24.0	15.0	43.0	33.0
ENSG00000283378	ENSG00000283378	0.0	0.0	1.0	43.0
ENSG00000124275	MTRR	22.0	23.0	43.0	30.0
ENSG00000137106	GRHPR	10.0	7.0	5.0	43.0
ENSG00000130513	GDF15	0.0	0.0	2.0	43.0
ENSG00000104946	TBC1D17	14.0	7.0	10.0	43.0
ENSG00000178927	C17orf62	38.0	30.0	32.0	43.0
ENSG00000158747	NBL1	1.0	0.0	16.0	43.0
ENSG00000125409	TEKT3	23.0	43.0	0.0	0.0
ENSG00000183273	CCDC60	24.0	43.0	39.0	17.0
ENSG00000185361	TNFAIP8L1	43.0	32.0	0.0	0.0
ENSG00000166845	C18orf54	43.0	26.0	13.0	10.0
ENSG00000167716	WDR81	43.0	16.0	33.0	31.0
ENSG00000259431	THTPA	41.0	11.0	34.0	43.0
ENSG00000197756	RPL37A	35.0	18.0	35.0	43.0
ENSG00000158246	FAM46B	12.0	1.0	11.0	43.0
ENSG00000189045	ANKDD1B	12.0	34.0	43.0	26.0
ENSG00000169957	ZNF768	34.0	23.0	35.0	43.0
ENSG00000188394	GPR21	43.0	12.0	18.0	15.0
ENSG00000145569	FAM105A	25.0	1.0	43.0	8.0
ENSG00000181541	MAB21L2	43.0	9.0	4.0	9.0
ENSG00000197826	C4orf22	16.0	43.0	0.0	0.0
ENSG00000162951	LRRTM1	30.0	4.0	43.0	10.0
ENSG00000142541	RPL13A	6.0	29.0	14.0	43.0
ENSG00000129455	KLK8	1.0	0.0	8.0	43.0
ENSG00000277791	PSMB3	1.0	15.0	2.0	43.0
ENSG00000181284	TMEM102	2.0	4.0	41.0	43.0
ENSG00000174145	NWD2	1.0	0.0	0.0	43.0
ENSG00000248713	RP11-766F14.2	1.0	0.0	43.0	11.0
ENSG00000174292	TNK1	2.0	0.0	0.0	44.0
ENSG00000167515	TRAPPC2L	35.0	44.0	23.0	31.0
ENSG00000196136	SERPINA3	0.0	1.0	1.0	44.0
ENSG00000163918	RFC4	19.0	11.0	8.0	44.0
ENSG00000172613	RAD9A	8.0	10.0	44.0	19.0
ENSG00000133317	LGALS12	44.0	0.0	5.0	2.0
ENSG00000175866	BAIAP2	6.0	6.0	37.0	44.0
ENSG00000185504	C17orf70	27.0	29.0	15.0	44.0
ENSG00000203705	TATDN3	24.0	11.0	44.0	15.0
ENSG00000164687	FABP5	17.0	44.0	2.0	13.0
ENSG00000053372	MRTO4	36.0	44.0	37.0	31.0
ENSG00000069424	KCNAB2	15.0	44.0	5.0	12.0
ENSG00000072201	LNX1	24.0	2.0	9.0	44.0
ENSG00000159685	CHCHD6	44.0	15.0	24.0	12.0
ENSG00000140682	TGFB1I1	16.0	7.0	21.0	44.0
ENSG00000126010	GRPR	0.0	0.0	44.0	15.0
ENSG00000154429	CCSAP	16.0	44.0	26.0	26.0
ENSG00000187741	FANCA	44.0	23.0	7.0	13.0
ENSG00000171557	FGG	1.0	0.0	20.0	44.0
ENSG00000114993	RTKN	6.0	4.0	8.0	44.0
ENSG00000179941	BBS10	44.0	29.0	20.0	14.0
ENSG00000140835	CHST4	44.0	11.0	4.0	0.0
ENSG00000165495	PKNOX2	39.0	44.0	6.0	37.0
ENSG00000150394	CDH8	44.0	19.0	2.0	11.0
ENSG00000165046	LETM2	32.0	32.0	35.0	44.0
ENSG00000213199	ASIC3	44.0	36.0	30.0	2.0
ENSG00000132359	RAP1GAP2	0.0	0.0	44.0	34.0
ENSG00000137944	CCBL2	0.0	1.0	44.0	34.0
ENSG00000100949	RABGGTA	22.0	24.0	28.0	44.0
ENSG00000116922	C1orf109	38.0	15.0	44.0	43.0
ENSG00000197921	HES5	28.0	13.0	44.0	4.0
ENSG00000254553	RP1-27O5.3	22.0	31.0	41.0	44.0
ENSG00000164488	DACT2	4.0	0.0	28.0	44.0
ENSG00000241839	PLEKHO2	4.0	8.0	2.0	44.0
ENSG00000187024	PTRH1	44.0	26.0	13.0	3.0
ENSG00000167646	DNAAF3	8.0	44.0	11.0	4.0
ENSG00000134905	CARS2	9.0	11.0	20.0	44.0
ENSG00000214087	ARL16	31.0	17.0	44.0	40.0
ENSG00000140538	NTRK3	1.0	44.0	26.0	30.0
ENSG00000183011	NAA38	6.0	14.0	44.0	27.0
ENSG00000141026	MED9	44.0	23.0	44.0	44.0
ENSG00000184178	SCFD2	33.0	23.0	44.0	22.0
ENSG00000265681	RPL17	15.0	44.0	18.0	23.0
ENSG00000106034	CPED1	2.0	19.0	7.0	44.0
ENSG00000182264	IZUMO1	20.0	44.0	0.0	2.0
ENSG00000196453	ZNF777	14.0	15.0	6.0	44.0
ENSG00000205138	SDHAF1	39.0	44.0	15.0	8.0
ENSG00000187961	KLHL17	44.0	7.0	9.0	20.0
ENSG00000063241	ISOC2	10.0	0.0	44.0	6.0
ENSG00000203910	C1orf146	44.0	24.0	36.0	13.0
ENSG00000283977	ENSG00000283977	44.0	19.0	25.0	21.0
ENSG00000106211	HSPB1	0.0	0.0	8.0	45.0
ENSG00000100297	MCM5	0.0	0.0	7.0	45.0
ENSG00000175137	SH3BP5L	45.0	31.0	18.0	30.0
ENSG00000146410	MTFR2	45.0	8.0	9.0	11.0
ENSG00000106541	AGR2	10.0	4.0	25.0	45.0
ENSG00000118960	HS1BP3	29.0	14.0	40.0	45.0
ENSG00000148600	CDHR1	25.0	45.0	3.0	1.0
ENSG00000168621	GDNF	1.0	2.0	45.0	9.0
ENSG00000163347	CLDN1	0.0	1.0	19.0	45.0
ENSG00000104522	TSTA3	13.0	11.0	24.0	45.0
ENSG00000064225	ST3GAL6	12.0	1.0	23.0	45.0
ENSG00000065518	NDUFB4	45.0	6.0	29.0	6.0
ENSG00000139620	KANSL2	25.0	32.0	15.0	45.0
ENSG00000173653	RCE1	10.0	12.0	11.0	45.0
ENSG00000148399	DPH7	45.0	28.0	30.0	30.0
ENSG00000168824	D4S234E	15.0	44.0	12.0	45.0
ENSG00000149716	ORAOV1	40.0	34.0	15.0	45.0
ENSG00000129038	LOXL1	17.0	19.0	21.0	45.0
ENSG00000144681	STAC	34.0	22.0	6.0	45.0
ENSG00000068781	STON1-GTF2A1L	20.0	0.0	37.0	45.0
ENSG00000126814	TRMT5	45.0	21.0	36.0	36.0
ENSG00000167657	DAPK3	3.0	0.0	10.0	45.0
ENSG00000150510	FAM124A	45.0	23.0	7.0	1.0
ENSG00000184898	RBM43	10.0	21.0	45.0	26.0
ENSG00000102901	CENPT	18.0	27.0	32.0	45.0
ENSG00000082482	KCNK2	2.0	2.0	45.0	23.0
ENSG00000177076	ACER2	20.0	11.0	39.0	45.0
ENSG00000149806	FAU	14.0	5.0	45.0	12.0
ENSG00000198003	CCDC151	24.0	45.0	0.0	3.0
ENSG00000183018	SPNS2	1.0	0.0	1.0	45.0
ENSG00000132530	XAF1	1.0	0.0	3.0	45.0
ENSG00000107338	SHB	0.0	0.0	15.0	45.0
ENSG00000188542	DUSP28	20.0	45.0	34.0	40.0
ENSG00000111262	KCNA1	1.0	6.0	34.0	45.0
ENSG00000174928	C3orf33	45.0	11.0	29.0	18.0
ENSG00000254470	AP5B1	7.0	3.0	8.0	45.0
ENSG00000183780	SLC35F3	45.0	3.0	28.0	4.0
ENSG00000204296	C6orf10	24.0	45.0	0.0	10.0
ENSG00000111640	GAPDH	17.0	8.0	21.0	45.0
ENSG00000133247	SUV420H2	25.0	29.0	29.0	45.0
ENSG00000198074	AKR1B10	45.0	12.0	5.0	45.0
ENSG00000134042	MRO	45.0	0.0	12.0	12.0
ENSG00000149575	SCN2B	2.0	0.0	25.0	45.0
ENSG00000198088	NUP62CL	6.0	45.0	17.0	18.0
ENSG00000169105	CHST14	5.0	0.0	45.0	44.0
ENSG00000100678	SLC8A3	45.0	13.0	0.0	17.0
ENSG00000101844	ATG4A	36.0	45.0	11.0	15.0
ENSG00000175063	UBE2C	1.0	0.0	1.0	46.0
ENSG00000088205	DDX18	19.0	27.0	37.0	46.0
ENSG00000113494	PRLR	7.0	0.0	46.0	3.0
ENSG00000112149	CD83	6.0	0.0	46.0	10.0
ENSG00000087157	PGS1	10.0	19.0	15.0	46.0
ENSG00000105865	DUS4L	31.0	22.0	46.0	16.0
ENSG00000140009	ESR2	10.0	46.0	3.0	0.0
ENSG00000158169	FANCC	40.0	6.0	17.0	46.0
ENSG00000164362	TERT	20.0	6.0	13.0	46.0
ENSG00000164237	CMBL	3.0	1.0	29.0	46.0
ENSG00000135447	PPP1R1A	46.0	14.0	17.0	10.0
ENSG00000170734	POLH	34.0	19.0	15.0	46.0
ENSG00000127580	WDR24	25.0	39.0	10.0	46.0
ENSG00000113763	UNC5A	46.0	12.0	0.0	12.0
ENSG00000257524	RP11-203J24.9	14.0	0.0	0.0	46.0
ENSG00000244187	TMEM141	6.0	14.0	10.0	46.0
ENSG00000138030	KHK	4.0	0.0	13.0	46.0
ENSG00000213699	SLC35F6	32.0	24.0	36.0	46.0
ENSG00000170855	TRIAP1	36.0	12.0	36.0	46.0
ENSG00000130158	DOCK6	46.0	21.0	15.0	45.0
ENSG00000070423	RNF126	18.0	6.0	27.0	46.0
ENSG00000103021	CCDC113	10.0	46.0	0.0	0.0
ENSG00000204160	ZDHHC18	34.0	12.0	29.0	46.0
ENSG00000171861	RNMTL1	13.0	46.0	2.0	11.0
ENSG00000166965	RCCD1	46.0	25.0	31.0	26.0
ENSG00000161981	SNRNP25	46.0	9.0	14.0	28.0
ENSG00000141499	WRAP53	46.0	14.0	13.0	4.0
ENSG00000163795	ZNF513	19.0	15.0	35.0	46.0
ENSG00000184454	NCMAP	5.0	0.0	0.0	46.0
ENSG00000161904	LEMD2	12.0	13.0	11.0	46.0
ENSG00000153044	CENPH	12.0	2.0	46.0	27.0
ENSG00000062485	CS	46.0	1.0	40.0	23.0
ENSG00000180758	GPR157	0.0	4.0	18.0	46.0
ENSG00000137440	FGFBP1	0.0	0.0	46.0	9.0
ENSG00000212916	MAP10	41.0	46.0	36.0	5.0
